date,ticker,open,high,low,close,volume,market_cap,pe_ratio,sector
2015-08-01,AAPL,184.74,186.49,183.83,184.12,3397641.0,330545754534793.7,39.12,Consumer
2015-08-02,AAPL,186.11,188.12,183.58,184.15,5917526.0,125165337687420.42,39.12,Semiconductors
2015-08-03,AAPL,180.19,182.83,175.42,181.38,466081.0,106651742005136.8,54.35,Technology
2015-08-04,AAPL,176.61,181.29,176.02,176.77,8145695.0,132937633913015.0,47.75,Consumer
2015-08-05,AAPL,180.21,183.99,175.73,180.38,2841825.0,293396887784810.75,59.23,Semiconductors
2015-08-07,AAPL,186.64,189.88,183.99,185.85,9582346.0,488934235293925.4,41.81,Consumer
2015-08-08,AAPL,184.43,185.93,181.13,182.76,5272894.0,549190757497337.3,14.96,Technology
2015-08-09,AAPL,187.79,193.33,185.51,189.12,2141866.0,106712226455247.92,27.77,Semiconductors
2015-08-13,AAPL,189.46,194.21,187.31,191.35,1843178.0,37342159651181.96,39.0,Semiconductors
2015-08-14,AAPL,197.88,202.99,193.49,198.17,21565699.0,488800559627336.6,39.0,Consumer
2015-08-16,AAPL,197.39,203.33,197.18,198.89,2855498.0,555674051386476.9,42.13,Semiconductors
2015-08-17,AAPL,206.38,209.04,202.49,203.64,1113824.0,236424081966527.2,38.59,Semiconductors
2015-08-18,AAPL,200.09,200.44,194.12,199.98,4632671.0,500650716468739.4,23.65,Consumer
2015-08-23,AAPL,189.59,193.79,186.83,192.82,3223507.0,235999931439566.62,27.37,Technology
2015-08-25,AAPL,188.64,194.15,185.93,188.26,5763500.0,197654965253926.44,15.7,Technology
2015-08-26,AAPL,186.07,191.56,183.31,188.31,1901521.0,64551280934786.45,53.01,Consumer
2015-08-27,AAPL,186.84,187.47,183.11,186.22,3806860.0,270647254409830.7,18.29,Technology
2015-08-29,AAPL,183.57,185.13,176.85,181.43,3082089.0,180935955058515.38,47.84,Semiconductors
2015-08-30,AAPL,179.17,183.87,175.04,179.17,3594781.0,240822262424702.44,59.25,Technology
2015-08-31,AAPL,179.14,181.91,173.03,177.82,1566166.0,350156542426577.44,51.11,Semiconductors
2015-09-02,AAPL,185.48,190.49,180.77,187.41,5591418.0,388095759080707.75,49.66,Technology
2015-09-03,AAPL,190.25,195.87,183.0,187.87,2131303.0,114520676872727.84,19.21,Technology
2015-09-05,AAPL,191.31,197.42,189.09,193.48,3288067.0,95561364941934.14,54.1,Semiconductors
2015-09-07,AAPL,186.24,189.35,184.34,186.09,5935384.0,174510764186375.34,33.56,Technology
2015-09-08,AAPL,183.9,189.01,180.17,184.4,12066817.0,96287589913771.52,45.6,Technology
2015-09-09,AAPL,182.04,186.56,180.02,182.42,2167947.0,340211268343974.7,27.62,Technology
2015-09-10,AAPL,184.06,184.92,180.9,182.8,11129750.0,177936824811704.44,44.32,Consumer
2015-09-11,AAPL,182.27,185.85,178.47,180.25,5522077.0,278536671416047.5,25.27,Technology
2015-09-12,AAPL,186.07,190.39,184.5,185.83,876113.0,368044546971072.0,23.01,Semiconductors
2015-09-14,AAPL,184.87,186.44,183.29,186.03,3068053.0,513175768979299.5,24.0,Consumer
2015-09-15,AAPL,186.43,190.97,180.37,185.85,6924572.0,534116889311015.4,46.33,Semiconductors
2015-09-16,AAPL,187.11,190.14,185.32,189.33,1930413.0,304921643972604.44,14.83,Consumer
2015-09-17,AAPL,181.96,183.72,179.34,180.87,2430803.0,26401978528363.91,55.14,Technology
2015-09-18,AAPL,183.4,185.68,178.32,184.5,8033539.0,131673999448171.84,49.73,Semiconductors
2015-09-19,AAPL,185.21,188.2,179.49,184.69,2049070.0,457426776920526.3,39.95,Technology
2015-09-20,AAPL,185.53,188.99,182.75,185.72,6211609.0,238114037157179.28,25.85,Semiconductors
2015-09-21,AAPL,189.65,193.39,187.3,190.75,2299004.0,358524550763185.1,39.58,Semiconductors
2015-09-22,AAPL,185.91,188.17,181.48,184.4,7151768.0,363744882482271.5,57.53,Semiconductors
2015-09-23,AAPL,190.89,191.97,186.57,191.38,6023286.0,207323405309118.5,57.53,Consumer
2015-09-24,AAPL,189.02,192.33,184.48,190.59,413389.0,294804225161928.44,10.28,Technology
2015-09-25,AAPL,194.22,196.07,193.41,193.99,1834843.0,294804225161928.44,14.35,Consumer
2015-09-26,AAPL,190.31,195.96,187.32,190.93,4276568.0,402251684886037.6,14.35,Consumer
2015-09-28,AAPL,194.55,194.75,191.79,194.03,1900500.0,29758396872355.93,22.88,Technology
2015-09-30,AAPL,197.0,199.26,196.47,197.04,2000809.0,398612984697885.06,43.93,Semiconductors
2015-10-01,AAPL,200.98,209.11,198.52,203.52,577241.0,532034443278257.0,46.2,Consumer
2015-10-02,AAPL,201.79,204.46,196.94,201.26,1552249.0,296437412817875.44,38.86,Consumer
2015-10-04,AAPL,193.98,198.67,191.48,192.66,1094068.0,496209394851714.8,55.83,Consumer
2015-10-05,AAPL,186.91,190.35,184.35,186.13,1634443.0,385442240667409.44,28.73,Consumer
2015-10-07,AAPL,179.59,182.63,177.73,180.82,10999016.0,329270256486286.9,28.23,Technology
2015-10-08,AAPL,186.02,187.65,183.17,187.31,2059356.0,541875608166304.6,29.21,Semiconductors
2015-10-09,AAPL,181.97,187.3,178.04,184.66,2276588.0,496101366873015.0,15.81,Semiconductors
2015-10-11,AAPL,177.86,179.56,175.38,178.58,739495.0,290057662914532.2,48.1,Technology
2015-10-12,AAPL,177.08,178.26,171.92,176.93,11158597.0,290057662914532.2,23.51,Technology
2015-10-13,AAPL,177.49,179.22,174.45,178.32,5357199.0,334537080347286.25,34.44,Consumer
2015-10-14,AAPL,179.27,180.68,175.95,179.45,8036184.0,21364259067592.38,33.78,Semiconductors
2015-10-15,AAPL,175.78,179.64,173.04,175.59,4159581.0,454570673236023.6,16.53,Consumer
2015-10-16,AAPL,174.1,178.7,171.85,172.3,4325859.0,77408438283274.78,33.13,Technology
2015-10-17,AAPL,174.35,176.42,169.64,173.4,4830801.0,105665939741154.2,48.09,Technology
2015-10-19,AAPL,176.84,177.58,173.28,174.19,14532813.0,230970695221324.5,52.35,Technology
2015-10-20,AAPL,174.9,180.2,169.75,175.31,8917859.0,250245306041731.2,44.39,Semiconductors
2015-10-22,AAPL,174.54,181.55,173.05,177.09,7699123.0,75685234630347.89,47.67,Technology
2015-10-23,AAPL,179.47,183.13,174.55,179.75,10664743.0,261244426872191.6,13.88,Consumer
2015-10-25,AAPL,172.75,175.43,170.78,171.98,6008029.0,367979647573882.6,12.51,Consumer
2015-10-26,AAPL,172.29,173.87,170.92,172.07,1607880.0,482271968007353.94,30.26,Consumer
2015-10-27,AAPL,172.1,175.47,170.96,171.24,6158607.0,311799400986668.2,27.89,Technology
2015-10-28,AAPL,170.9,173.3,167.38,169.59,4570061.0,317924315134465.6,13.59,Technology
2015-10-29,AAPL,166.97,171.4,164.64,167.33,7146852.0,259531845165273.8,17.14,Consumer
2015-10-30,AAPL,164.09,164.89,161.47,163.39,7959815.0,26902840122153.06,47.43,Semiconductors
2015-10-31,AAPL,161.57,163.43,160.66,162.97,3319680.0,26902840122153.06,22.34,Technology
2015-11-02,AAPL,160.74,165.39,154.68,159.04,8410333.0,328642613228644.4,34.69,Semiconductors
2015-11-03,AAPL,164.65,165.61,160.84,162.35,866228.0,327874251772036.06,58.3,Semiconductors
2015-11-04,AAPL,159.64,165.0,155.07,161.82,9421308.0,173913425000172.03,58.3,Technology
2015-11-05,AAPL,152.63,154.41,148.94,151.87,3324702.0,24137564106227.23,48.38,Technology
2015-11-06,AAPL,157.29,160.45,152.77,155.3,2373575.0,412457689440716.3,20.79,Technology
2015-11-07,AAPL,158.32,161.47,156.47,157.82,16228073.0,150640130668007.62,42.24,Technology
2015-11-08,AAPL,162.47,166.27,159.33,164.73,1526659.0,28639903845203.22,15.58,Consumer
2015-11-09,AAPL,159.43,161.34,153.66,156.83,3682190.0,28639903845203.22,16.22,Consumer
2015-11-10,AAPL,157.5,160.78,152.82,157.9,233559.0,28639903845203.22,58.17,Consumer
2015-11-11,AAPL,162.96,168.32,160.53,164.47,4058471.0,478962498962546.5,58.17,Technology
2015-11-12,AAPL,162.16,163.7,160.13,161.35,3961901.0,478962498962546.5,27.4,Consumer
2015-11-14,AAPL,158.51,159.72,154.15,157.75,1281717.0,231183879826867.44,47.37,Technology
2015-11-15,AAPL,158.63,162.4,158.38,158.58,3137166.0,256837209351283.7,58.14,Consumer
2015-11-16,AAPL,155.8,156.59,153.84,155.7,1706548.0,367234164077519.8,38.91,Technology
2015-11-17,AAPL,158.05,161.3,153.74,157.27,2258958.0,163333896891126.75,55.87,Consumer
2015-11-19,AAPL,155.3,156.54,151.61,153.99,2797337.0,313819764325613.1,13.81,Consumer
2015-11-24,AAPL,159.87,163.0,156.68,158.37,942862.0,77825031635435.58,38.25,Semiconductors
2015-11-27,AAPL,154.39,159.01,154.21,154.73,4588178.0,21038490858618.58,38.25,Consumer
2015-11-28,AAPL,152.11,156.97,150.09,152.61,657854.0,162242378177314.1,49.38,Technology
2015-11-29,AAPL,152.07,154.2,148.35,152.98,673595.0,420099509387776.1,15.09,Technology
2015-11-30,AAPL,146.99,147.88,146.27,146.98,3377260.0,125826614813384.52,57.52,Consumer
2015-12-01,AAPL,144.52,147.84,141.18,144.33,23756963.0,152913002244288.66,54.7,Technology
2015-12-02,AAPL,147.92,149.02,146.02,147.99,2179465.0,82760874277652.31,26.58,Technology
2015-12-03,AAPL,145.8,149.92,143.56,145.79,5095560.0,180713481928424.62,50.54,Semiconductors
2015-12-04,AAPL,146.4,149.56,142.65,146.63,8518302.0,180713481928424.62,36.95,Semiconductors
2015-12-05,AAPL,143.04,146.62,138.75,143.3,617472.0,180514309625661.28,36.13,Semiconductors
2015-12-06,AAPL,141.96,142.11,140.5,141.75,1175030.0,413392787117477.7,21.21,Technology
2015-12-07,AAPL,146.7,148.14,142.47,145.46,7426427.0,311500915779921.4,50.84,Semiconductors
2015-12-08,AAPL,145.69,150.0,144.23,145.41,1050250.0,170565836021569.78,39.53,Consumer
2015-12-09,AAPL,143.14,144.45,142.09,143.61,4108532.0,250516170957379.6,57.61,Technology
2015-12-10,AAPL,139.56,140.23,137.45,139.68,7224111.0,212221026584512.72,28.46,Technology
2015-12-11,AAPL,141.6,145.93,140.35,142.91,8846500.0,366356096066042.5,23.7,Semiconductors
2015-12-12,AAPL,139.95,144.06,139.21,139.93,5609792.0,295348694009422.9,46.35,Consumer
2015-12-15,AAPL,147.67,151.24,143.63,145.67,3402212.0,174503752153400.1,16.59,Technology
2015-12-16,AAPL,144.77,148.26,140.92,144.2,1188146.0,269446706644568.4,38.59,Technology
2015-12-17,AAPL,143.32,144.98,141.6,143.37,1724134.0,144333913745115.78,38.59,Semiconductors
2015-12-18,AAPL,143.0,144.94,140.16,141.59,2809296.0,141917365057681.44,38.59,Technology
2015-12-19,AAPL,144.03,146.91,140.54,144.12,2803882.0,180332081023232.84,47.55,Technology
2015-12-20,AAPL,142.27,146.91,138.28,142.71,1927940.0,222446005002625.72,18.97,Technology
2015-12-21,AAPL,147.44,149.07,143.91,146.62,1770263.0,116529252018973.6,20.27,Semiconductors
2015-12-22,AAPL,141.66,146.86,139.89,142.71,2876136.0,32986474014919.23,13.78,Technology
2015-12-23,AAPL,140.94,145.1,139.36,142.38,3936067.0,114095342517492.28,10.76,Semiconductors
2015-12-25,AAPL,144.92,148.26,142.29,145.25,4311487.0,6823756160673.97,39.15,Consumer
2015-12-27,AAPL,142.37,144.78,139.17,142.84,2839311.0,184695106057948.62,46.17,Semiconductors
2015-12-28,AAPL,142.07,143.27,140.75,142.13,2997365.0,38991523042207.45,19.96,Technology
2015-12-29,AAPL,141.32,143.01,138.19,141.99,5768610.0,106090301184838.84,13.13,Semiconductors
