date,ticker,open,high,low,close,volume,market_cap,pe_ratio,sector
04/19/2032,GOOGL,6520.58,5159.6,4940.99,5023.29,3180441,9660321988349026.0,46.47,Technology
2018-03-27,GOOGL,,147.72,143.86,,7141061,254355202739478.1,N/A,Consumer
2037-08-28,MSFT,43.94,27.76,26.25,27.23,7471668,35839019498707.35,26.17,Technology
2021-12-12,AMZN,56.81,57.38,56.36,56.68,2626426,130706723750481.36,36.1,Semiconductors
2029-01-02,NFLX,296.51,299.72,289.51,297.99,10421010,145146728894300.22,37.97,Consumer
2021-04-13,TSLA,110.7,111.82,109.81,error,9547262,206482003350499.62,42.05,Semiconductors
2019-07-21,AAPL,93.84,94.16,90.74,92.35,5401623,231120847040716.78,33.67,Semiconductors
2040-12-27,AMZN,85.61,88.58,84.77,86.88,2896991,126830822233995.92,37.43,Consumer
2031-04-17,AAPL,186.04,188.09,184.11,,11409888,28206831266402.57,33.2,Technology
2037-10-02,GOOGL,7242.5,7376.88,7036.99,,10636932,1.398877408687804e+16,14.43,Semiconductors
2025-03-26,META,154.84,157.95,152.83,,622827,23251099130419.6,33.45,Technology
2023-07-13,AMD,363.78,369.63,351.25,358.27,2443026,383837346583418.8,32.97,Technology
2037-10-14,NFLX,1765.91,1783.53,1744.6,1753.63,947614,3968954722001653.0,16.1,Technology
2038-11-02,INTC,5691.16,5882.04,5552.73,5717.03,439457,9248113704814112.0,15.67,Technology
2031-01-10,META,156.71,159.4,153.46,157.13,3335778,291882268423873.56,49.47,Semiconductors
2024-07-28,NVDA ,1007.68,1051.07,979.28,1024.28,9019090,2732154536041199.5,47.56,Technology
2020-09-24,MSFT,38.05,39.26,37.09,38.34,1950015,66287639679877.14,43.65,Technology
2035-10-02,AMZN,53.71,54.86,53.2,54.42,2294980,38336090175013.6,24.77,Semiconductors
2017-12-17,INTC,456.56,458.97,451.8,458.34,977603.0,918468698801523.6,33.11,Semiconductors
2025-07-13,INTC ,1778.56,1790.11,1722.28,1751.07,1287735,70644690380224.72,49.41,Consumer
2026-01-19,TSLA,272.23,274.61,263.61,268.91,3298083,412589916335667.4,,Consumer
2041-06-08,AMD,2727.88,2805.2,2682.83,2706.62,1746363,5895188211232784.0,15.8,Semiconductors
2033-11-17,AMZN,46.84,47.93,46.63,46.9,2798955,140978471835569.25,58.18,Technology
05/25/2026,AMD,389.21,391.43,386.46,389.07,3797446,1005055664179390.2,27.2,Semiconductors
2038-12-06,AMD,3272.38,3334.02,3242.8,3265.38,2420909,6293934192353481.0,54.88,Technology
2032-07-06,AMZN,84.38,85.05,82.99,,10295896,87263536791665.12,45.87,Semiconductors
2036-11-21,MSFT,27.03,27.81,26.73,26.84,2963058,33911985968886.52,N/A,Technology
2027-09-25,NVDA,733.45,744.2,732.05,734.94,435943,162877043562501.16,24.23,Semiconductors
2015-01-09,AAPL,214.51,215.37,210.3,214.69,,74414833550671.22,53.16,Semiconductors
2031-03-31,MSFT,111.66,112.3,111.17,111.74,1870217,301856706612528.5,25.45,Semiconductors
2023-05-21,INTC,1201.76,,1169.2,1216.58,1520780,2725762373147229.5,43.32,Consumer
2018-04-30,AMD,178.49,182.51,174.1,176.52,921005,264090721967798.62,26.02,Semiconductors
2028-03-14,AMD,340.55,350.59,335.03,340.42,367285,448053005212405.56,19.22,Semiconductors
2029-01-18,AAPL,373.45,384.63,367.18,368.32,5904341,133928048700716.23,37.18,Technology
2030-01-08,AAPL,214.17,218.94,208.65,215.51,1237652,321570747100836.75,47.82,Semiconductors
2019-03-06,AAPL,92.49,92.67,91.34,91.91,3585868.0,76440105647202.84,N/A,Technology
2037-03-09,NVDA,3370.76,3390.88,,3378.65,2519946,8397360584048415.0,,Consumer
2018-04-02,NFLX,101.66,103.09,100.15,102.7,379341,5713247194461.83,34.19,Consumer
2016-02-28,INTC,358.46,,355.21,360.29,4544773,527455791120978.94,37.73,Technology
2039-12-14,NFLX,4318.47,4402.75,4181.1,4268.41,4453791.0,1.1478162921601684e+16,48.78,Technology
2040-12-21,AAPL,106.74,109.35,105.78,108.23,7870951,172983510673588.25,43.96,Semiconductors
01/30/2029,TSLA,335.69,342.95,326.17,337.35,,915453008039876.6,55.02,Semiconductors
2037-02-28,INTC,4824.19,4927.31,4709.77,4810.74,3640774,1.353721649283542e+16,52.4,Technology
2034-12-20,AMZN,47.97,48.18,46.93,47.23,12703846,117983113240074.5,54.05,Consumer
2023-06-25,AMZN,,,55.28,56.51,20146895.0,157879469559136.47,12.58,Consumer
2039-04-04,AMZN,40.05,40.72,39.46,39.62,883813,15688417851243.48,14.5,Semiconductors
2015-06-05,INTC,329.37,333.49,320.03,331.57,21979808,659808209447721.2,39.32,Technology
2025-12-03,META,117.24,117.88,115.49,115.97,,311383167896131.94,N/A,Consumer
2023-12-23,AAPL,238.76,242.93,233.5,238.92,2301648,160467714816170.34,38.79,Semiconductors
2015-12-07,NFLX,147.21,149.08,142.92,147.94,1807297,285697563518655.25,32.69,Technology
2033-12-01,INTC,3355.95,3440.65,3290.16,3348.35,3617416,9799198558466062.0,23.27,Technology
2033-02-25,NVDA,1469.62,1500.13,1462.83,1470.31,3479729.0,3882883132373079.5,39.25,Semiconductors
2025-06-10,MSFT,86.37,87.45,83.91,87.07,2976417,196093258046626.5,25.04,Consumer
2027-08-25,TSLA,313.02,322.73,310.28,313.33,1275278,195245721969062.47,41.72,Technology
2027-07-28,INTC,1510.44,1542.46,1499.28,1512.95,-619968,775083691536306.6,26.36,Semiconductors
2042-03-27,META,131.25,132.63,128.24,131.4,1966597,52735434793762.25,12.6,Consumer
2021-07-04,NFLX,164.91,168.2,163.44,165.24,1580331,114206022335671.08,10.57,Semiconductors
2019-06-14,GOOGL,,85.77,83.35,84.79,,234987059382992.38,41.12,Technology
2040-02-05,GOOGL,14257.17,14372.81,14142.49,14173.61,,2.628608927913304e+16,56.7,Consumer
2021-05-05,GOOGL,136.77,138.23,131.36,135.14,6397886,364595887180960.7,52.02,Semiconductors
2019-02-08,NFLX,206.83,207.42,204.56,205.74,6770869,451797530357885.44,39.28,Consumer
2030-12-28,TSLA,720.63,739.67,706.18,718.46,21125835,231361015092286.22,43.01,Consumer
2029-09-16,NVDA,983.27,502.05,966.19,973.57,10339434,2737719784854438.5,40.33,Semiconductors
2025-01-16,NFLX,163.46,165.56,159.5,164.91,2925149,458335096946837.5,59.61,Technology
2037-01-02,MSFT,31.13,32.11,30.64,31.41,715958,24350084705889.87,24.23,Semiconductors
2017-12-28,NVDA,171.49,174.7,169.19,171.43,1408066,188587352656181.16,15.65,Semiconductors
2020-11-22,AMZN,91.79,93.51,88.8,90.85,21825601,43657036358216.39,47.52,Semiconductors
2020-09-26,GOOGL,141.44,141.86,138.08,141.48,1807476,298361456324590.44,54.31,Consumer
2036-06-26,AMZN,55.12,56.41,53.43,54.44,5231876,101097300354265.62,13.83,Semiconductors
2020-08-22,META,152.13,153.9,145.93,149.56,2126458,419720021077670.25,18.86,Technology
2017-06-08,AAPL,104.31,104.78,101.99,103.49,10988591,211745621413451.22,30.87,Consumer
2038-03-15,TSLA,1023.47,1033.83,1012.82,1024.08,7085894,1235567243458656.5,31.05,Consumer
2030-05-19,NVDA,859.61,884.41,838.23,850.34,877809,1320307521284406.5,32.02,Consumer
2021-02-12,INTC,614.32,621.61,611.6,613.16,1981592,305920630044462.2,N/A,Technology
2029-11-18,NFLX,542.17,,531.99,543.91,2734901,644599530330028.9,43.37,Consumer
2022-02-04,META,232.53,239.74,225.94,235.03,8028151,,10.69,Semiconductors
2039-11-21,MSFT,25.35,25.88,25.11,25.27,805454,42972883147671.78,20.79,Consumer
2024-04-05,GOOGL,295.92,298.26,288.02,295.44,1686868,629536606577575.0,35.41,Consumer
2025-10-17,AMD,398.29,408.99,386.92,400.16,916557,824809338917035.6,11.65,Consumer
2040-02-29,AMD,3819.79,3946.16,3711.21,3875.16,7063271,1.087131977164063e+16,45.51,Semiconductors
2033-04-01,GOOGL,2885.51,2903.01,2844.61,2872.2,5395136,121880255977582.25,17.16,Semiconductors
2027-10-17,,268.68,273.7,263.85,269.02,2903343.0,201470205920745.9,48.33,Technology
2036-07-18,AMD,2500.46,2531.41,2483.58,2506.97,1083326,2804141500108435.0,31.37,Technology
2022-04-29,TSLA,,99.44,96.01,96.79,2410728,128578028236815.67,15.68,Consumer
07/14/2033,,1177.43,1192.3,1157.88,1179.55,11321848,2290054409486957.0,29.92,Semiconductors
2032-11-26,NFLX,1903.02,1930.69,1863.84,1888.62,752647,5342498606695621.0,29.79,Consumer
2027-07-09,GOOGL,1249.02,1277.07,1233.58,1259.49,8108171,3156020034559573.0,57.42,Semiconductors
2017-12-10,INTC,451.24,462.36,439.19,451.78,3389886,535017353645601.44,34.13,Semiconductors
03/04/2028,NVDA,965.41,981.76,938.65,,4552436,2447461305874297.5,37.77,Consumer
2019-08-04,NVDA,341.16,352.86,335.23,343.4,5052606,956230182929882.9,48.98,Technology
2016-02-27,NFLX,114.6,114.89,112.04,114.3,2932505,305153472560884.5,16.68,Technology
2031-04-27,INTC,4900.3,4965.69,4771.63,4900.75,2766408,898987302898459.8,19.69,Technology
2027-02-25,TSLA,261.9,267.26,254.23,260.53,7607904,195067824729060.62,57.87,Consumer
2036-01-01,AMZN,47.11,48.14,46.41,47.51,4209731,83371530582773.77,47.78,Consumer
2034-01-18,TSLA,2104.93,2157.77,2083.72,2112.63,5799469,1459538045592466.8,37.75,Semiconductors
2026-05-14,META,139.0,140.38,138.23,139.55,12976311,303090471551432.56,39.45,Consumer
08/08/2038,TSLA,1076.21,1091.3,1049.43,1079.98,2972982,3068167888313203.0,59.75,Consumer
2036-12-24,GOOGL,6849.41,6896.04,6596.99,6795.15,3180280,1.9448069794962388e+16,22.47,Technology
2032-08-19,GOOGL,3210.85,3297.46,3158.63,3269.4,5414059,3591179733603737.0,25.93,Technology
2039-08-05,GOOGL,18093.63,18324.52,17875.02,18043.12,2821518,4.730322245148063e+16,59.86,Semiconductors
2032-08-25,INTC,2653.98,2750.29,2597.63,2703.03,1458950,4319683938072360.5,30.69,Consumer
2015-03-16,AAPL,195.32,200.56,192.01,194.5,1699129,399359032613563.9,49.46,Technology
2034-01-16,NFLX,1028.1,1054.85,1003.02,1028.6,8642314,867409739516238.6,14.15,Semiconductors
2026-12-09,MSFT,92.86,93.43,91.28,91.78,3953607,123981198651881.66,50.51,Technology
2025-07-02,META,112.97,113.91,112.17,113.53,43931192,45913730467087.57,34.77,Semiconductors
2016-08-29,NVDA,,305.0,285.21,296.24,2469000,502919737312301.9,56.86,Semiconductors
2021-08-27,AMZN,69.73,71.45,67.94,69.58,6706283,136601540335260.4,N/A,Semiconductors
2022-09-07,MSFT,71.9,72.86,69.12,71.17,353707,137880092561908.62,41.99,Semiconductors
2031-07-17,GOOGL ,4228.17,4290.59,4153.69,4220.6,1717583,3426085200599919.0,29.58,Technology
2027-07-28,TSLA,338.64,348.89,332.01,342.63,-7796640,353539185167908.56,13.94,Semiconductors
2024-04-06,NFLX,207.71,209.59,207.17,208.11,1346772,547238976093096.5,52.51,Consumer
2030-12-07,TSLA,613.43,621.29,600.34,613.67,2033519,84891808600322.6,29.34,Consumer
2035-06-11,NVDA,2278.25,2302.84,2274.24,2290.36,4015452,902113619030632.2,55.96,Consumer
2030-01-18,META,176.5,176.79,170.21,175.23,1138496,262139290348366.6,39.97,Consumer
2034-08-27,GOOGL,3902.82,3970.44,3807.13,3917.2,2988901,6777995184724198.0,46.19,Consumer
2018-03-28,INTC,391.66,404.29,381.11,393.76,16788881,1137480945200101.8,50.43,Technology
2021-01-05,AMD,523.35,538.99,505.8,521.12,,348251005248571.2,45.68,Consumer
2042-04-21,GOOGL,7801.49,7847.58,7768.24,7779.24,6287246,1.6716076790590082e+16,25.69,Semiconductors
2034-08-02,NVDA,3485.47,3502.34,3468.55,3474.32,7827219,1350085324177261.2,14.72,Semiconductors
2034-08-16,META,359.66,367.93,349.4,362.82,17379624,578204119553726.6,43.63,Consumer
2028-10-24,TSLA,264.2,271.2,262.61,263.8,1106447,613142330453565.6,10.87,Semiconductors
2026-04-08,NVDA,847.34,720.38,828.59,860.36,3753447,1843837320606832.0,11.78,Semiconductors
2022-04-23,AMZN,49.65,50.82,48.99,,33089931,78336017689722.38,58.74,Technology
2018-06-12,MSFT,48.15,48.51,46.64,,2309542,95426140003762.06,13.12,Semiconductors
2022-07-12,META,176.87,177.94,171.5,176.32,2108190.0,197691852097792.7,42.56,Semiconductors
2032-12-10,NVDA,1602.66,1619.1,1593.39,1603.02,736383,2804133690445224.0,30.35,Technology
2033-04-16,META,340.98,346.64,330.68,334.58,1523807,,44.63,Semiconductors
2018-10-08,INTC,454.61,469.59,444.66,456.08,864431,1282977107421008.8,55.46,Technology
2037-03-21,GOOGL,6665.79,6761.55,6507.99,6707.23,9089510,1.9496682251164736e+16,41.05,Semiconductors
2031-11-11,NVDA,1491.69,1497.99,1478.15,error,1866013,2538718212452300.5,10.58,Semiconductors
2026-07-04,TSLA,246.5,250.0,239.81,4946.37,2597719,715813168356800.4,24.68,Technology
2033-01-22,AMD,1228.61,1262.25,1191.51,1219.99,2660716,2166155320018416.5,57.15,Consumer
2022-11-29,INTC,970.93,985.67,949.95,973.5,16961005,1883733239158147.5,54.31,Technology
2039-03-15,AMD,2948.82,3014.09,2909.86,2985.19,16130138,6715135657838986.0,31.7,Technology
2031-10-15,NVDA,1616.18,1662.29,1584.76,1606.9,7718702,3217902198824262.0,20.57,Consumer
2040-04-15,META,167.16,170.62,164.11,166.24,1459484,468080940870368.56,47.96,Semiconductors
2015-11-29,AMD,124.21,128.57,120.7,125.51,8867693,284349537741591.25,28.89,Technology
2027-04-17,META,142.68,145.25,141.34,143.56,977629,392912454457833.06,55.65,Technology
2030-12-25,NVDA,859.87,874.02,854.36,861.02,6895774,681570913599395.9,51.77,Semiconductors
2020-01-07,NVDA,447.76,457.81,,451.28,4217922,688196482689185.8,53.23,Technology
2036-03-15,AMZN,53.89,55.13,53.44,53.98,1022551,160875260590867.7,40.44,Semiconductors
2029-04-06,NVDA,,930.55,903.82,922.37,430396,1734064423595639.0,49.81,Consumer
2034-06-28,NFLX ,1509.4,1525.68,1487.41,1510.65,15352329,405792622789998.8,41.21,Technology
2033-05-29,AMZN,68.86,68.93,66.67,68.45,2822215,4254438140274.35,59.37,Semiconductors
2038-08-05,META,154.59,156.16,151.98,155.22,6046973,98618983411116.06,33.76,Consumer
2017-01-29,NVDA,190.17,191.3,185.97,190.36,549690,566964770663801.9,40.27,Technology
2027-08-10,AMZN,119.51,121.19,115.82,117.64,2029317,55178684157318.2,55.13,Consumer
2016-05-07,AMD,127.75,131.13,125.77,127.05,2431853,307611761313784.0,32.48,Semiconductors
2038-04-06,META,142.9,147.14,140.83,141.35,9623312,368655845267215.3,49.86,Semiconductors
2020-05-11,AAPL,105.01,106.95,103.66,105.17,1526437,9321467247963.56,38.67,Technology
2016-10-02,AAPL,122.08,125.15,120.87,122.45,1813754,363104003389425.94,21.26,Consumer
2019-10-14,TSLA,118.24,,115.02,117.0,6453982,187429956588153.7,30.82,Technology
2038-02-07,AMD,3176.16,3275.29,3165.19,3213.36,6480443,6480300413873838.0,48.7,Technology
2019-04-18,META,172.83,174.94,165.06,170.06,912488,20405849674826.2,20.91,Technology
2040-04-12,AMZN,55.85,57.12,55.59,,2314483,58141094917923.49,43.41,Semiconductors
2023-10-13,AMD,260.31,261.6,252.88,259.97,5124086,386111549251049.8,25.18,Semiconductors
2017-11-30,AAPL,68.02,69.58,66.44,67.83,1086547,28283800568036.29,29.95,Technology
2019-05-04,NFLX,195.09,200.45,190.7,196.8,1920292,353884379954719.4,10.92,Semiconductors
2024-05-27,GOOGL,343.81,350.88,337.66,342.91,3197458,451951232489100.7,27.76,Technology
2037-11-21,TSLA,1009.12,1035.44,,1008.65,6205471,260155563959129.97,55.64,Consumer
2038-10-24,TSLA,1240.02,1250.58,1223.15,1237.57,7338570,3525695060146847.5,50.03,Consumer
2030-07-17,NFLX,517.19,538.84,,error,7342342,1006088881652914.0,56.49,Technology
2033-05-09,TSLA,1670.93,1691.35,1665.23,1678.08,1407657,321177751691334.3,16.24,Semiconductors
2037-08-13,MSFT,29.4,29.7,28.27,29.06,9020513,78227833417646.72,19.57,Semiconductors
2034-05-25,TSLA,2507.96,2564.79,2426.43,2476.43,13512584.0,732538107491465.5,58.81,Semiconductors
2023-04-26,GOOGL,247.73,248.42,241.22,246.57,4537300,89193083176787.84,56.97,Semiconductors
04/04/2033,NFLX ,1063.83,,1061.86,1066.88,859158,2749565966434709.5,37.49,Semiconductors
2024-10-06,NFLX,,169.55,161.08,166.94,432079,302481554121656.7,16.64,Semiconductors
2021-03-03,GOOGL,133.83,135.33,129.91,133.64,447822,318344664619527.2,32.11,Consumer
2025-08-28,NFLX,312.1,312.43,301.54,,1156827,348456675965313.56,39.81,Semiconductors
2038-08-26,AAPL,95.59,98.43,93.11,96.07,7813341,66618813022164.7,37.07,Semiconductors
2037-12-12,INTC,5106.16,5200.37,5071.82,5097.99,-18136833,,14.09,Consumer
2017-05-16,,125.78,130.51,124.8,128.24,4200470.0,319706307128192.75,19.39,Semiconductors
2036-02-02,MSFT,19.38,19.63,19.08,19.58,7923139,,14.91,Semiconductors
2037-11-26,AMZN,39.26,39.66,38.62,39.09,17966637,40728394804093.78,46.27,Semiconductors
2022-10-18,MSFT,74.48,76.23,73.6,74.27,8994857,206408141393900.44,20.25,Semiconductors
2037-01-02,META,190.73,193.39,186.79,192.78,4278847,385326630393580.4,52.81,Consumer
2023-09-12,GOOGL,221.86,224.89,217.35,223.88,3321130,549990920700083.3,38.06,Technology
2036-12-04,,2617.87,2640.92,2598.21,2638.04,7698856,2353728162502700.5,51.89,Consumer
11/08/2029,META,156.28,156.77,151.56,155.39,3152702,99765155601088.14,11.14,Technology
2020-07-23,INTC,453.29,460.02,441.43,452.91,1172079,700559755173341.9,45.84,Semiconductors
2038-06-04,NVDA,4987.94,5121.95,4949.68,5022.4,13028212,1.3223907046158352e+16,,Consumer
